Symbol,Chart Pattern,BullishBearish,Start,End,Industry
SUM,"Flag, high and tight",1,03/23/2020,03/31/2020,Cement and Aggregates
TDC,"Roof, inverted",-1,02/28/2020,04/02/2020,Computer Software and Svcs
VEEV,Pipe bottom,1,03/16/2020,03/23/2020,Healthcare Information
VMC,Pipe bottom,1,03/16/2020,03/23/2020,Cement and Aggregates
AMWD,"Flag, high and tight",1,04/03/2020,05/28/2020,Building Materials
AMN,Pipe bottom,1,05/11/2020,05/18/2020,Human Resources
BBBY,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail (Special Lines)
BMY,Pipe top,-1,05/11/2020,05/18/2020,Drug
BLDR,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail Building Supply
CENX,"Flag, high and tight",1,04/03/2020,05/28/2020,Metals and Mining (Div.)
CONN,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail (Special Lines)
CROX,"Flag, high and tight",1,04/03/2020,05/28/2020,Shoe
CMI,Head-and-shoulders bottom,1,05/04/2020,05/22/2020,Machinery
^DJU,Head-and-shoulders bottom,1,05/06/2020,05/22/2020,None
FIVN,Diamond top,-1,05/07/2020,05/22/2020,Computer Software and Svcs
GPS,"Flag, high and tight",1,04/02/2020,05/28/2020,Apparel
GES,"Flag, high and tight",1,04/03/2020,05/28/2020,Apparel
THG,Pipe bottom,1,05/11/2020,05/18/2020,Insurance (Prop/Casualty)
HLIT,Pipe bottom,1,05/11/2020,05/18/2020,Telecom. Equipment
HSC,"Flag, high and tight",1,04/03/2020,05/28/2020,Diversified Co.
HSII,Pipe bottom,1,05/11/2020,05/18/2020,Human Resources
IBP,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail Building Supply
KALU,Pipe bottom,1,05/11/2020,05/18/2020,Metals and Mining (Div.)
KBH,"Flag, high and tight",1,04/03/2020,05/28/2020,Homebuilding
KSS,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail Store
LB,"Flag, high and tight",1,04/22/2020,05/28/2020,Apparel
MHO,"Flag, high and tight",1,04/03/2020,05/28/2020,Homebuilding
MTRX,Broadening bottom,1,04/03/2020,05/28/2020,Oilfield Svcs/Equipment
MU,"Triangle, ascending",1,04/09/2020,05/28/2020,Semiconductor
NXGN,Head-and-shoulders bottom,1,05/04/2020,05/22/2020,Healthcare Information
NBL,"Flag, high and tight",1,03/30/2020,05/28/2020,Petroleum (Producing)
JWN,Pipe bottom,1,05/11/2020,05/18/2020,Retail Store
NWPX,Pipe bottom,1,05/11/2020,05/18/2020,Building Materials
PATK,"Flag, high and tight",1,04/03/2020,05/28/2020,Retail Building Supply
PDCO,Pipe bottom,1,05/11/2020,05/18/2020,Medical Supplies
PETS,Pipe bottom,1,05/11/2020,05/18/2020,Medical Services
PICO,Pipe bottom,1,05/11/2020,05/18/2020,Diversified Co.
PNW,Head-and-shoulders bottom,1,05/07/2020,05/22/2020,Electric Utility (West)
SWX,Diamond bottom,1,05/01/2020,05/22/2020,Natural Gas (Distributor)
SRDX,Pipe bottom,1,05/11/2020,05/18/2020,Medical Supplies
TPX,"Flag, high and tight",1,04/03/2020,05/28/2020,Furn/Home Furnishings
TZOO,"Flag, high and tight",1,04/03/2020,05/28/2020,Internet
SLCA,"Flag, high and tight",1,04/08/2020,05/28/2020,Metals and Mining (Div.)
VFC,Diamond bottom,1,05/01/2020,05/22/2020,Apparel
WLK,Pipe bottom,1,05/11/2020,05/18/2020,Chemical (Basic)
ALRM,"Double Top, Adam and Adam",-1,05/11/2020,05/18/2020,Computer Software and Svcs
AMGN,Triple top,-1,04/28/2020,05/18/2020,Biotechnology
BRC,"Broadening top, right-angled and descending",1,04/03/2020,05/20/2020,Chemical (Diversified)
CLF,"Triangle, ascending",1,04/09/2020,05/21/2020,Metals and Mining (Div.)
FISV,Diamond top,-1,04/29/2020,05/21/2020,IT Services
FMC,Diamond top,-1,04/28/2020,05/21/2020,Chemical (Basic)
IT,Diamond top,-1,04/29/2020,05/21/2020,IT Services
GPRO,"Flag, high and tight",1,03/17/2020,05/21/2020,Electronics
HHS,"Triangle, symmetrical",1,05/05/2020,05/21/2020,Advertising
HL,"Flag, high and tight",1,03/19/2020,05/21/2020,Metals and Mining (Div.)
HOV,"Flag, high and tight",1,04/03/2020,05/20/2020,Homebuilding
ITW,Pipe bottom,1,05/04/2020,05/11/2020,Metal Fabricating
KBH,Broadening top,-1,04/29/2020,05/21/2020,Homebuilding
KMT,Pipe bottom,1,05/04/2020,05/11/2020,Metal Fabricating
NBR,"Flag, high and tight",1,04/23/2020,05/21/2020,Oilfield Svcs/Equipment
NEU,"Triangle, symmetrical",1,04/28/2020,05/21/2020,Chemical (Specialty)
NVDA,"Flag, high and tight",1,03/18/2020,05/21/2020,Semiconductor
OXY,"Triangle, symmetrical",1,03/18/2020,05/21/2020,Petroleum (Producing)
PTEN,"Flag, high and tight",1,04/03/2020,05/21/2020,Oilfield Svcs/Equipment
PHM,"Flag, high and tight",1,03/23/2020,05/21/2020,Homebuilding
ROK,Pennant,1,05/18/2020,05/21/2020,Diversified Co.
SMG,"Flag, high and tight",1,03/23/2020,05/21/2020,Chemical (Basic)
SIGI,Pipe bottom,1,05/04/2020,05/11/2020,Insurance (Prop/Casualty)
TJX,Broadening top,-1,04/09/2020,05/21/2020,Retail Store
VC,"Flag, high and tight",1,04/02/2020,05/21/2020,Electronics
WMT,Triple bottom,1,05/01/2020,05/15/2020,Retail Store
IHI,"Broadening top, right-angled and ascending",-1,04/17/2020,05/15/2020,Medical Supplies
DDD,Pipe top,-1,04/27/2020,05/04/2020,Electronics
AEIS,"Flag, high and tight",1,03/19/2020,05/14/2020,Semiconductor
DOX,"Double Top, Adam and Adam",-1,04/30/2020,05/08/2020,IT Services
AMWD,"Double Top, Adam and Adam",-1,04/29/2020,05/08/2020,Building Materials
ABC,"Double Top, Adam and Adam",-1,04/28/2020,05/08/2020,Biotechnology
APOG,"Double Top, Adam and Adam",-1,04/29/2020,05/08/2020,Building Materials
BMI,Head-and-shoulders top,-1,04/17/2020,05/11/2020,Precision Instrument
BECN,"Double Top, Adam and Eve",-1,04/29/2020,05/08/2020,Retail Building Supply
CACI,Pipe top,-1,04/27/2020,05/04/2020,IT Services
CTSH,Pipe top,-1,04/27/2020,05/04/2020,IT Services
GLW,Head-and-shoulders top,-1,04/09/2020,05/08/2020,Telecom. Equipment
DECK,Head-and-shoulders top,-1,04/09/2020,05/08/2020,Shoe
^DJT,Head-and-shoulders top,-1,04/09/2020,05/08/2020,None
^DJI,Head-and-shoulders top,-1,04/17/2020,05/12/2020,None
EXP,Pipe top,-1,04/27/2020,05/04/2020,Cement and Aggregates
EOG,"Flag, high and tight",1,03/18/2020,05/14/2020,Natural Gas (Distributor)
FLS,Pipe top,-1,04/27/2020,05/04/2020,Machinery
FRD,"Triangle, symmetrical",1,03/05/2020,05/14/2020,Building Materials
GS,Head-and-shoulders top,-1,04/20/2020,05/08/2020,Securities Brokerage
GGG,"Double Top, Adam and Eve",-1,04/29/2020,05/11/2020,Machinery
GFF,Pipe top,-1,04/27/2020,05/04/2020,Building Materials
HTLD,Head-and-shoulders top,-1,04/09/2020,05/12/2020,Trucking/Transp. Leasing
ITW,Head-and-shoulders top,-1,04/09/2020,05/11/2020,Metal Fabricating
INFN,Dead-cat bounce,-1,05/13/2020,05/13/2020,Telecom. Equipment
TILE,Head-and-shoulders top,-1,04/09/2020,05/08/2020,Furn/Home Furnishings
JCOM,"Double Top, Adam and Adam",-1,04/29/2020,05/08/2020,Internet
KBAL,Head-and-shoulders top,-1,04/14/2020,05/08/2020,Furn/Home Furnishings
LEG,Pipe top,-1,04/27/2020,05/04/2020,Furn/Home Furnishings
LOW,"Flag, high and tight",1,03/19/2020,05/14/2020,Retail Building Supply
MCHX,"Double Top, Adam and Adam",-1,04/28/2020,05/11/2020,Advertising
MLHR,"Double Top, Adam and Adam",-1,04/29/2020,05/08/2020,Furn/Home Furnishings
MLI,Head-and-shoulders top,-1,04/14/2020,05/08/2020,Metal Fabricating
MYL,"Double Top, Adam and Adam",-1,04/29/2020,05/11/2020,Drug
NJR,Head-and-shoulders top,-1,04/09/2020,05/08/2020,Natural Gas (Distributor)
NKE,Broadening top,-1,04/17/2020,05/14/2020,Shoe
NBL,Triple top,-1,04/30/2020,05/11/2020,Petroleum (Producing)
OMCL,Head-and-shoulders top,-1,04/20/2020,05/08/2020,Healthcare Information
PKE,Head-and-shoulders top,-1,04/07/2020,05/11/2020,Chemical (Specialty)
PAYX,Head-and-shoulders top,-1,04/07/2020,05/08/2020,IT Services
PETS,Pipe top,-1,04/27/2020,05/04/2020,Medical Services
PLXS,"Double Top, Adam and Adam",-1,04/29/2020,05/11/2020,Electronics
RNG,Pipe bottom,1,04/27/2020,05/04/2020,Computer Software and Svcs
^GSPC,"Double Top, Adam and Adam",-1,04/29/2020,05/12/2020,None
SWN,Broadening top,-1,04/22/2020,05/14/2020,Natural Gas (Diversified)
SCS,Triple top,-1,04/29/2020,05/08/2020,Furn/Home Furnishings
TPX,Triple top,-1,04/30/2020,05/08/2020,Furn/Home Furnishings
TG,Pipe top,-1,04/27/2020,05/04/2020,Chemical (Specialty)
UNM,Pipe top,-1,04/27/2020,05/04/2020,Insurance (Diversified)
AXP,"Triangle, symmetrical",1,03/18/2020,05/05/2020,Financial Services
AIG,"Triangle, symmetrical",1,03/25/2020,05/07/2020,Insurance (Prop/Casualty)
ARW,Pennant,1,04/30/2020,05/07/2020,Electronics
AGO,"Triangle, symmetrical",1,04/09/2020,05/07/2020,Insurance (Life)
BECN,"Flag, high and tight",1,03/23/2020,05/07/2020,Retail Building Supply
BIIB,"Double Bottom, Eve and Adam",1,04/22/2020,05/01/2020,Biotechnology
BOOT,"Flag, high and tight",1,03/18/2020,05/07/2020,Shoe
CLS,"Flag, high and tight",1,03/18/2020,05/07/2020,Electronics
CX,"Triangle, symmetrical",1,04/03/2020,05/07/2020,Cement and Aggregates
CRL,"Roof, inverted",-1,04/09/2020,05/06/2020,Biotechnology
CSCO,"Broadening top, right-angled and ascending",-1,04/07/2020,05/07/2020,Computers and Peripherals
CLNE,"Flag, high and tight",1,03/12/2020,05/07/2020,Natural Gas (Distributor)
COP,"Flag, high and tight",1,03/18/2020,05/07/2020,Petroleum (Integrated)
DFS,"Flag, high and tight",1,03/19/2020,05/07/2020,Financial Services
FIVN,"Flag, high and tight",1,03/16/2020,05/07/2020,Computer Software and Svcs
FLIR,"Flag, high and tight",1,03/23/2020,05/07/2020,Aerospace/Defense
FTNT,"Flag, high and tight",1,03/16/2020,05/07/2020,Computer Software and Svcs
FCX,"Flag, high and tight",1,03/19/2020,05/07/2020,Metals and Mining (Div.)
HOLX,"Flag, high and tight",1,03/18/2020,05/07/2020,Medical Supplies
DHI,"Flag, high and tight",1,03/18/2020,05/07/2020,Homebuilding
HUBG,Horn top,-1,04/13/2020,04/27/2020,Trucking/Transp. Leasing
IPAR,"Triangle, symmetrical",1,03/26/2020,05/07/2020,Toiletries/Cosmetics
IPI,"Flag, high and tight",1,04/02/2020,05/07/2020,Chemical (Diversified)
NVTA,Diamond top,-1,04/22/2020,05/07/2020,Medical Services
JBLU,"Triangle, ascending",1,04/03/2020,05/07/2020,Air Transport
LRCX,Broadening top,-1,04/09/2020,05/01/2020,Semiconductor Cap Equip.
LEN,"Flag, high and tight",1,03/18/2020,05/07/2020,Homebuilding
MTSI,"Flag, high and tight",1,03/23/2020,05/07/2020,Semiconductor
MTRN,"Flag, high and tight",1,03/19/2020,05/07/2020,Metals and Mining (Div.)
MDC,"Flag, high and tight",1,03/18/2020,05/07/2020,Homebuilding
MSFT,"Triangle, ascending",1,04/17/2020,05/04/2020,Computer Software and Svcs
ASGN,"Flag, high and tight",1,03/18/2020,05/07/2020,Human Resources
PETS,"Flag, high and tight",1,03/18/2020,05/07/2020,Medical Services
RNG,"Flag, high and tight",1,03/17/2020,05/07/2020,Computer Software and Svcs
SLB,"Triangle, symmetrical",1,04/01/2020,05/07/2020,Oilfield Svcs/Equipment
STMP,"Flag, high and tight",1,03/16/2020,05/07/2020,Internet
TER,Broadening top,-1,04/09/2020,05/01/2020,Semiconductor Cap Equip.
TEVA,"Flag, high and tight",1,03/18/2020,05/07/2020,Drug
TOL,"Flag, high and tight",1,03/18/2020,05/07/2020,Homebuilding
TREX,"Flag, high and tight",1,03/19/2020,05/07/2020,Building Materials
VLO,"Flag, high and tight",1,03/18/2020,05/07/2020,Petroleum (Integrated)
ALKS,Pipe bottom,1,06/08/2020,06/15/2020,Drug
ASNA,Head-and-shoulders top,-1,05/27/2020,06/22/2020,Apparel
BMY,"Double Bottom, Adam and Adam",1,06/15/2020,06/19/2020,Drug
CALM,"Double Bottom, Adam and Adam",1,06/15/2020,06/22/2020,Food Processing
CLGX,Pipe bottom,1,06/08/2020,06/15/2020,Information Services
GLW,Head-and-shoulders top,-1,06/10/2020,06/19/2020,Telecom. Equipment
FIS,Triple top,-1,06/08/2020,06/19/2020,Computer Software and Svcs
HHS,"Triangle, symmetrical",1,06/05/2020,06/25/2020,Advertising
NVTA,"Flag, high and tight",1,05/04/2020,06/25/2020,Medical Services
PETS,"Roof, inverted",-1,05/26/2020,06/25/2020,Medical Services
TSCO,Pipe bottom,1,06/08/2020,06/15/2020,Retail Building Supply
AKAM,"Triangle, symmetrical",1,05/27/2020,06/18/2020,E-Commerce
AGO,Head-and-shoulders top,-1,05/27/2020,06/16/2020,Insurance (Life)
EZPW,Pennant,1,06/05/2020,06/18/2020,Financial Services
HP,"Bump-and-run reversal, top",-1,05/06/2020,06/18/2020,Petroleum (Producing)
HOLX,Rectangle top,1,04/30/2020,06/18/2020,Medical Supplies
INCY,"Double Bottom, Adam and Adam",1,06/05/2020,06/12/2020,Drug
NI,"Triangle, symmetrical",1,03/05/2020,06/18/2020,Electric Utility (Central)
ANTM,Diamond top,-1,05/28/2020,06/10/2020,Medical Services
BCPC,"Double Top, Adam and Adam",-1,05/28/2020,06/05/2020,Chemical (Specialty)
BRC,"Double Top, Adam and Adam",-1,05/28/2020,06/05/2020,Chemical (Diversified)
BMY,Head-and-shoulders top,-1,04/28/2020,06/09/2020,Drug
CALM,"Double Top, Adam and Adam",-1,05/28/2020,06/09/2020,Food Processing
CENX,Dead-cat bounce,-1,06/11/2020,06/11/2020,Metals and Mining (Div.)
CTS,"Double Top, Adam and Adam",-1,05/28/2020,06/05/2020,Electronics
FOE,"Double Top, Adam and Adam",-1,05/28/2020,06/08/2020,Chemical (Specialty)
HL,Head-and-shoulders top,-1,05/22/2020,06/10/2020,Metals and Mining (Div.)
HOV,Dead-cat bounce,-1,06/11/2020,06/11/2020,Homebuilding
LEN,"Double Top, Adam and Adam",-1,05/28/2020,06/08/2020,Homebuilding
MDC,"Double Top, Adam and Adam",-1,05/28/2020,06/08/2020,Homebuilding
NOC,"Double Top, Adam and Adam",-1,05/28/2020,06/08/2020,Aerospace/Defense
RNG,"Triangle, symmetrical",1,05/04/2020,06/11/2020,Computer Software and Svcs
SMTC,"Double Top, Adam and Adam",-1,05/28/2020,06/05/2020,Semiconductor Cap Equip.
TDC,"Broadening wedge, ascending",-1,05/14/2020,06/11/2020,Computer Software and Svcs
SLCA,Dead-cat bounce,-1,06/11/2020,06/11/2020,Metals and Mining (Div.)
AXDX,"Triangle, symmetrical",1,05/22/2020,06/04/2020,Medical Services
ALRM,Pipe bottom,1,05/18/2020,05/26/2020,Computer Software and Svcs
AA,"Flag, high and tight",1,04/03/2020,06/04/2020,Aerospace/Defense
ALKS,Diamond top,-1,05/20/2020,06/01/2020,Drug
APA,Head-and-shoulders bottom,1,05/04/2020,06/01/2020,Petroleum (Producing)
BBW,Head-and-shoulders bottom,1,05/04/2020,06/02/2020,Retail (Special Lines)
CAL,"Flag, high and tight",1,04/03/2020,06/04/2020,Shoe
CLR,"Double Bottom, Adam and Adam",1,05/14/2020,06/01/2020,Petroleum (Producing)
DHR,"Broadening top, right-angled and descending",1,05/06/2020,06/02/2020,Precision Instrument
EVH,Dead-cat bounce,-1,06/01/2020,06/01/2020,Healthcare Information
HHS,"Flag, high and tight",1,04/03/2020,06/04/2020,Advertising
NVTA,"Triangle, symmetrical",1,04/27/2020,06/04/2020,Medical Services
M,"Flag, high and tight",1,04/02/2020,06/04/2020,Retail Store
MDT,"Triangle, symmetrical",1,05/08/2020,06/03/2020,Medical Supplies
MYGN,Rectangle top,1,04/07/2020,06/04/2020,Biotechnology
OMI,"Triangle, ascending",1,04/28/2020,06/04/2020,Medical Supplies
RES,"Flag, high and tight",1,04/03/2020,06/04/2020,Oilfield Svcs/Equipment
SLGN,"Triangle, symmetrical",1,05/08/2020,06/03/2020,Packaging and Container
TPR,Head-and-shoulders bottom,1,04/21/2020,05/29/2020,Apparel
TREX,Pipe top,-1,05/18/2020,05/26/2020,Building Materials
WWW,"Flag, high and tight",1,04/03/2020,06/04/2020,Shoe
ADBE,"Triangle, symmetrical",1,07/13/2020,07/30/2020,Computer Software and Svcs
ANTM,Rectangle bottom,-1,06/12/2020,07/28/2020,Medical Services
CX,Head-and-shoulders bottom,1,06/25/2020,07/24/2020,Cement and Aggregates
CNP,Broadening top,-1,07/13/2020,07/30/2020,Electric Utility (Central)
^DJU,Diamond top,-1,07/17/2020,07/29/2020,None
FFG,"Triangle, symmetrical",1,03/19/2020,07/30/2020,Insurance (Life)
GPRO,"Triangle, symmetrical",1,06/08/2020,07/30/2020,Electronics
JBLU,"Triangle, descending",-1,05/29/2020,07/30/2020,Air Transport
KLAC,Broadening top,-1,07/06/2020,07/24/2020,Semiconductor Cap Equip.
LB,"Flag, high and tight",1,06/25/2020,07/30/2020,Apparel
RAMP,Rising wedge,-1,06/23/2020,07/24/2020,Computer Software and Svcs
NJR,"Triangle, symmetrical",1,07/06/2020,07/30/2020,Natural Gas (Distributor)
OMC,Broadening top,-1,07/13/2020,07/28/2020,Advertising
OMI,"Flag, high and tight",1,06/22/2020,07/30/2020,Medical Supplies
PATK,"Broadening top, right-angled and ascending",-1,07/16/2020,07/30/2020,Retail Building Supply
SEIC,Pipe top,-1,07/13/2020,07/20/2020,IT Services
AMWD,"Triangle, ascending",1,06/08/2020,07/21/2020,Building Materials
ANIK,"Triangle, symmetrical",1,06/26/2020,07/22/2020,Biotechnology
CSCO,Broadening top,-1,06/30/2020,07/23/2020,Computers and Peripherals
CMTL,Head-and-shoulders bottom,1,06/26/2020,07/20/2020,Telecom. Equipment
CONN,"Triangle, symmetrical",1,06/08/2020,07/21/2020,Retail (Special Lines)
COTY,"Triangle, descending",-1,06/26/2020,07/23/2020,Toiletries/Cosmetics
CROX,"Triangle, ascending",1,06/08/2020,07/23/2020,Shoe
DUK,"Triangle, symmetrical",1,06/23/2020,07/20/2020,Electric Utility (East)
EVH,"Flag, high and tight",1,06/15/2020,07/22/2020,Healthcare Information
FE,Dead-cat bounce,-1,07/22/2020,07/22/2020,Electric Utility (East)
FLIR,"Triangle, symmetrical",1,06/16/2020,07/23/2020,Aerospace/Defense
GD,Pipe bottom,1,07/06/2020,07/13/2020,Aerospace/Defense
HBI,Flag,1,07/16/2020,07/22/2020,Apparel
HL,"Flag, high and tight",1,06/18/2020,07/23/2020,Metals and Mining (Div.)
LMT,Pipe bottom,1,07/06/2020,07/13/2020,Aerospace/Defense
MGEE,"Triangle, symmetrical",1,04/17/2020,07/23/2020,Electric Utility (Central)
^IXIC,Diamond top,-1,07/06/2020,07/17/2020,None
NOC,Pipe bottom,1,07/06/2020,07/13/2020,Aerospace/Defense
OUT,Pipe bottom,1,07/06/2020,07/13/2020,Advertising
RGA,Pipe bottom,1,07/06/2020,07/13/2020,Insurance (Life)
SKX,Triple bottom,1,07/09/2020,07/20/2020,Shoe
TGT,"Triangle, symmetrical",1,05/19/2020,07/21/2020,Retail Store
TXT,Pipe bottom,1,07/06/2020,07/13/2020,Diversified Co.
TZOO,Diamond bottom,1,07/07/2020,07/21/2020,Internet
QTEC,Diamond top,-1,07/06/2020,07/17/2020,Electronics
AXDX,"Flag, high and tight",1,05/22/2020,07/16/2020,Medical Services
ALK,"Double Bottom, Adam and Adam",1,06/25/2020,07/10/2020,Air Transport
AEO,Falling wedge,1,06/11/2020,07/14/2020,Apparel
AMN,Horn bottom,1,06/22/2020,07/06/2020,Human Resources
AWI,Head-and-shoulders bottom,1,06/15/2020,07/14/2020,Building Materials
ARW,"Triangle, symmetrical",1,06/15/2020,07/16/2020,Electronics
ATO,"Triangle, symmetrical",1,04/17/2020,07/15/2020,Natural Gas (Diversified)
ADP,"Triangle, symmetrical",1,06/15/2020,07/13/2020,IT Services
BA,"Triangle, symmetrical",1,06/11/2020,07/16/2020,Aerospace/Defense
CBT,Triple bottom,1,06/15/2020,07/10/2020,Chemical (Diversified)
CTSH,"Triangle, symmetrical",1,06/05/2020,07/10/2020,IT Services
CR,Triple bottom,1,06/15/2020,07/10/2020,Diversified Co.
CW,"Double Bottom, Eve and Eve",1,06/25/2020,07/14/2020,Machinery
EMR,Head-and-shoulders bottom,1,06/15/2020,07/10/2020,Computers and Peripherals
FOE,Big W,1,06/24/2020,07/10/2020,Chemical (Specialty)
FIS,Head-and-shoulders bottom,1,06/15/2020,07/14/2020,Computer Software and Svcs
GE,"Double Bottom, Eve and Eve",1,06/25/2020,07/10/2020,Diversified Co.
HSY,Triple bottom,1,06/15/2020,07/10/2020,Food Processing
HON,Head-and-shoulders bottom,1,06/15/2020,07/10/2020,Aerospace/Defense
DHI,"Roof, inverted",-1,05/28/2020,07/14/2020,Homebuilding
LANC,"Triangle, symmetrical",1,06/16/2020,07/16/2020,Food Processing
MOS,Horn bottom,1,06/22/2020,07/06/2020,Chemical (Diversified)
NEU,Triple bottom,1,06/15/2020,07/10/2020,Chemical (Specialty)
NBL,"Double Bottom, Adam and Eve",1,06/30/2020,07/10/2020,Petroleum (Producing)
OMC,Horn bottom,1,06/22/2020,07/06/2020,Advertising
OMI,Rectangle bottom,-1,06/11/2020,07/14/2020,Medical Supplies
PKE,Rectangle bottom,-1,06/22/2020,07/16/2020,Chemical (Specialty)
POL,"Triangle, symmetrical",1,06/16/2020,07/16/2020,Chemical (Specialty)
LUV,"Double Bottom, Adam and Eve",1,06/25/2020,07/10/2020,Air Transport
TPR,"Double Bottom, Eve and Eve",1,06/26/2020,07/10/2020,Apparel
TJX,"Double Bottom, Adam and Eve",1,06/29/2020,07/14/2020,Retail Store
RIG,"Double Bottom, Adam and Adam",1,06/29/2020,07/14/2020,Oilfield Svcs/Equipment
V,"Triangle, descending",-1,06/10/2020,07/16/2020,Financial Services
WSM,"Triangle, symmetrical",1,06/15/2020,07/16/2020,Retail (Special Lines)
ACIW,"Triangle, symmetrical",1,06/15/2020,07/06/2020,IT Services
AFL,Falling wedge,1,05/29/2020,07/09/2020,Insurance (Diversified)
ATO,"Triangle, symmetrical",1,04/17/2020,07/09/2020,Natural Gas (Diversified)
BBBY,Dead-cat bounce,-1,07/09/2020,07/09/2020,Retail (Special Lines)
BIG,"Flag, high and tight",1,04/28/2020,07/09/2020,Retail Store
CPB,"Triangle, ascending",1,06/08/2020,07/09/2020,Food Processing
CENX,"Roof, inverted",-1,06/16/2020,07/09/2020,Metals and Mining (Div.)
CSCO,"Triangle, symmetrical",1,06/09/2020,07/08/2020,Computers and Peripherals
CAG,Pennant,1,07/01/2020,07/09/2020,Food Processing
DECK,"Triangle, descending",-1,06/05/2020,07/09/2020,Shoe
EXP,"Triangle, symmetrical",1,06/05/2020,07/08/2020,Cement and Aggregates
EIGI,"Flag, high and tight",1,05/04/2020,07/09/2020,E-Commerce
FICO,Diamond top,-1,06/02/2020,07/09/2020,IT Services
FE,Pipe bottom,1,06/22/2020,06/29/2020,Electric Utility (East)
FLIR,"Scallop, descending",-1,06/05/2020,07/06/2020,Aerospace/Defense
GES,"Triangle, symmetrical",1,06/10/2020,07/06/2020,Apparel
HD,"Triangle, symmetrical",1,06/10/2020,07/09/2020,Retail Building Supply
K,Diamond top,-1,05/28/2020,07/09/2020,Food Processing
LMT,Flag,1,06/29/2020,07/06/2020,Aerospace/Defense
MCHX,"Triangle, symmetrical",1,04/28/2020,07/09/2020,Advertising
NTGR,Broadening bottom,1,06/16/2020,07/07/2020,Telecom. Equipment
OTEX,"Triangle, symmetrical",1,06/10/2020,07/09/2020,E-Commerce
SIGI,"Triangle, symmetrical",1,06/15/2020,07/07/2020,Insurance (Prop/Casualty)
SLCA,"Triangle, descending",-1,06/09/2020,07/09/2020,Metals and Mining (Div.)
AYX,"Double Bottom, Eve and Adam",1,08/11/2020,08/25/2020,Computer Software and Svcs
AMGN,"Double Bottom, Adam and Adam",1,08/11/2020,08/24/2020,Biotechnology
APOG,Broadening bottom,1,07/02/2020,08/26/2020,Building Materials
CRL,"Triangle, symmetrical",1,08/11/2020,08/27/2020,Biotechnology
CHS,Rectangle bottom,-1,06/11/2020,08/27/2020,Apparel
CLGX,Falling wedge,1,07/23/2020,08/27/2020,Information Services
^DJT,Flag,1,08/12/2020,08/21/2020,None
ETFC,"Triangle, ascending",1,07/09/2020,08/27/2020,Securities Brokerage
FB,"Scallop, ascending",1,08/07/2020,08/26/2020,E-Commerce
FISV,"Broadening top, right-angled and descending",1,07/20/2020,08/24/2020,IT Services
